QUALITY_SCORE,SPECIES,OWNER,REGION,COUNTRY_OF_ORIGIN,HARVEST_YEAR,VARIETY,STATUS,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,MOISTURE,QUAKERS,CATEGORY_ONE_DEFECTS,CATEGORY_TWO_DEFECTS,COLOR,ALTITUDE_NUMERIC,ALTITUDE_UOM,GRADING_YEAR
83.75,Arabica,CARCAFE LTDA CI,CAUCA,Colombia,2011,NULL,Completed,NULL,7.83,7.83,7.58,7.33,7.42,7.67,10,10,8.08,10,0,0,1,NULL,1600,m,2011
83.75,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.58,7.67,7.75,7.67,7.67,7.67,10,10,7.75,0,0,0,1,Blue_Green,1750,m,2013
83.75,Arabica,Exportadora de Cafe Condor S.A,CUNDINAMARCA,Colombia,2011,NULL,Completed,NULL,7.75,7.67,7.25,7.25,7.58,8.5,10,10,7.75,6,0,0,1,NULL,1600,m,2011
83.75,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.75,7.67,7.75,7.58,7.42,8,10,10,7.58,11,0,0,3,Green,1750,m,2013
83.75,Arabica,German Negron,YAUCO REGION,USA (Puerto Rico),2013,Other,Completed,Washed_Wet,7.83,7.83,7.83,7.67,8,8.17,9.33,10,7.75,12,0,0,1,Green,2800,ft,2014
83.75,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2017,Bourbon,Completed,Natural_Dry,7.67,7.67,7.58,7.75,7.67,7.67,10,10,7.75,11,0,0,5,Green,890,m,2017
83.75,Arabica,Kennedy Macharia,NYERI COUNTY,Kenya,2018,SL28,Completed,Washed_Wet,7.75,7.58,7.5,7.58,7.75,7.75,10,10,7.83,11,0,0,2,Green,1800,m,2018
83.75,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2010,NULL,Completed,NULL,7.83,7.67,7.75,7.67,7.58,7.5,10,10,7.75,0,0,0,0,NULL,NULL,NULL,2010
83.75,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2013,Hawaiian Kona,Completed,Natural_Dry,7.25,7.42,7.67,7.58,7.83,8.25,10,10,7.75,0,0,0,0,Bluish_Green,NULL,NULL,2013
83.75,Arabica,"Lin, Che-Hao Krude 林哲豪",台南市東山區 DONGSHAN DIST TAINAN CITY,Taiwan,2016,Typica,Completed,Natural_Dry,7.67,7.67,7.58,7.58,7.67,7.83,10,10,7.75,0,0,0,0,Green,750,m,2017
83.75,Arabica,Nile Highland Arabica Coffee Farmers,WEST NILE,Uganda,2013,Bourbon,Completed,Natural_Dry,8,7.92,7.58,7.75,7.33,7.5,10,10,7.67,12,0,0,0,Green,1400,m,2014
83.75,Arabica,Olam Agro Colombia,HUILA,Colombia,2014,Other,Completed,Washed_Wet,7.67,7.42,7.42,7.42,8,8.33,10,10,7.5,0,0,0,3,Green,1550,m,2014
83.75,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2016,NULL,Completed,Washed_Wet,7.92,7.75,7.5,7.67,7.75,7.5,10,10,7.67,0,0,1,4,Green,NULL,NULL,2017
83.75,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2014,Caturra,Completed,Washed_Wet,7.67,7.67,7.67,7.92,7.5,7.67,10,10,7.67,0,0,0,5,Green,1775,m,2014
83.75,Arabica,SAUL M. HERNANDEZ RAMIREZ,HUAZALINGO HIDALGO,Mexico,2012,Caturra,Completed,Natural_Dry,7.83,7.58,7.58,7.5,7.75,7.67,10,10,7.83,13,0,5,5,None,700,m,2012
83.75,Arabica,The Coffee Source Inc.,QUETZALTENANGO,Guatemala,2012,Caturra,Completed,Washed_Wet,7.67,7.58,7.58,7.67,7.75,7.75,10,10,7.75,11,0,0,1,Bluish_Green,1300,m,2012
83.75,Arabica,Yunnan Coffee Exchange,YUNNAN PROVINCE PU'ER CITY MENGLIAN COUNTY,China,2015,Catimor,Completed,Washed_Wet,7.83,7.75,7.67,7.5,7.58,7.67,10,10,7.75,10,1,0,2,Green,1650,m,2016
83.83,Arabica,ALFREDO BOJALIL,LA CONCORDIA CHIAPAS,Mexico,2012,Pacas,Completed,Natural_Dry,7.67,7.58,7.5,7.75,7.75,7.75,10,10,7.83,11,0,0,4,NULL,1300,m,2012
83.83,Arabica,CARCAFE LTDA CI,NARINO,Colombia,2017,Caturra,Completed,Washed_Wet,7.92,7.58,7.5,7.83,7.58,7.67,10,10,7.75,0,0,1,6,Green,2527,m,2017
83.83,Arabica,"CECA, S.A.",TARRAZU,Costa Rica,2015,Caturra,Completed,Washed_Wet,7.67,7.67,7.75,7.67,7.5,7.75,10,10,7.83,0,0,0,0,Blue_Green,1850,m,2016
83.83,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,台灣,Taiwan,2016,NULL,Completed,NULL,7.75,7.67,7.5,7.75,7.75,7.67,10,10,7.75,0,0,0,0,NULL,1200,m,2016
83.83,Arabica,Doi Chaang Coffee Company,DOI CHAANG VILLIANG CHIANG RAI THIALAND,Thailand,2011,NULL,Completed,NULL,7.75,7.75,7.58,8,7.67,7.58,10,10,7.5,2,0,0,2,NULL,4921,ft,2011
83.83,Arabica,Doi Tung Development Project,,Thailand,2011,NULL,Completed,NULL,7.5,7.83,7.58,7.58,7.75,7.83,10,10,7.75,1,0,0,0,NULL,NULL,NULL,2011
83.83,Arabica,Eric Thormaehlen,CENTRAL VALLEY WEST VALLEY,Costa Rica,2013,Catuai,Completed,Washed_Wet,7.83,7.42,7.5,7.83,7.75,7.83,10,10,7.67,10,0,0,3,Green,1300,m,2014
83.83,Arabica,Ethiopia Commodity Exchange,SIDAMO,Ethiopia,2010,NULL,Completed,NULL,7.58,7.83,7.58,8,7.83,7.5,10,10,7.5,10,0,0,3,NULL,NULL,NULL,2010
83.83,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.67,7.58,7.58,7.83,7.58,7.67,10,10,7.92,11,0,0,1,Green,1750,m,2013
83.83,Arabica,FILEMON MENDOZA CAMPOS,PETATLAN,Mexico,2012,Bourbon,Completed,Natural_Dry,7.67,8,7.67,7.42,7.67,7.5,10,10,7.92,10,0,0,2,Green,1218,m,2012
83.83,Arabica,Garet Alban,PROVINCE OF MANABI ECUADOR,Ecuador,2013,NULL,Completed,Natural_Dry,7.5,7.67,7.58,7.75,7.83,7.83,10,10,7.67,9,0,0,0,Bluish_Green,800,m,2013
83.83,Arabica,Ipanema Coffees,SOUTH MINAS,Brazil,2013,Yellow Bourbon,Completed,Natural_Dry,7.92,7.5,7.33,7.67,8.17,7.5,10,10,7.75,10,0,0,0,Green,1260,m,2013
83.83,Arabica,Ipanema Coffees,SOUTH MINAS GERAIS,Brazil,2014,Bourbon,Completed,Semi_washed_Semi_pulped,7.67,7.67,7.58,7.5,7.83,8.17,10,9.33,8.08,0,0,0,1,Green,1200,m,2014
83.83,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,7.25,7.58,7.42,8,7.75,7.83,10,10,8,0,0,0,0,Green,1,m,2015
83.83,Arabica,Jacques Pereira Carneiro,CARMO DE MINAS,Brazil,2011,Yellow Bourbon,Completed,Semi_washed_Semi_pulped,7.83,7.83,7.58,7.67,7.5,7.58,10,10,7.83,12,0,0,3,Green,1250,m,2011
83.83,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2014,Bourbon,Completed,Washed_Wet,7.58,7.83,7.33,8,7.58,7.75,10,10,7.75,10,0,0,1,Green,4000,ft,2014
83.83,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,7.67,11,0,0,3,Green,4300,ft,2013
83.83,Arabica,Juan Luis Alvarado Romero,ANTIGUA,Guatemala,2016,Bourbon,Completed,Washed_Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,7.67,11,7,0,6,Green,1500,m,2016
83.83,Arabica,"Lin, Che-Hao Krude 林哲豪",DONGSHAN DIST TAINAN CITY 臺南市東山區,Taiwan,2014,Typica,Completed,Washed_Wet,7.67,7.75,7.67,7.75,7.42,7.75,10,10,7.83,0,0,0,1,Green,525,m,2015
83.83,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2016,Caturra,Completed,NULL,7.83,7.67,7.5,7.75,7.75,7.75,10,10,7.58,0,2,1,0,Green,NULL,NULL,2017
83.83,Arabica,yasmin Cofffee Plantation Plc,OROMIA,Ethiopia,2014,NULL,Completed,Natural_Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,7.75,12,0,0,4,Green,1676.5,m,2015
83.92,Arabica,ALFREDO BOJALIL,LA CONCORDIA,Mexico,2012,Typica,Completed,Washed_Wet,7.5,7.67,7.58,7.83,7.75,7.75,10,10,7.83,11,0,0,2,NULL,1500,m,2012
83.92,Arabica,ALMACAFE,LA PLATA,Colombia,2016,NULL,Completed,NULL,7.75,7.58,7.5,7.83,7.75,7.92,10,10,7.58,0,3,1,5,NULL,NULL,NULL,2016
83.92,Arabica,CAFES TOMARI SA DE CV,VERACRUZ,Mexico,2017,Mundo Novo,Completed,Washed_Wet,7.83,7.83,7.58,7.92,7.42,7.5,10,10,7.83,11,0,0,5,Green,1300,m,2017
83.92,Arabica,CARCAFE LTDA CI,HUILA,Colombia,2016,NULL,Completed,NULL,7.75,7.67,7.5,7.75,7.83,7.75,10,10,7.67,11,0,1,2,Green,442,m,2016
83.92,Arabica,Compañia Colombiana Agroindustrial S.A,SANTANDER,Colombia,2014,Caturra,Completed,Natural_Dry,7.67,7.83,7.67,7.75,7.67,7.83,10,10,7.5,12,0,0,3,Green,1550,m,2014
83.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,台中和平區,Taiwan,2014,Typica,Completed,Washed_Wet,8,7.92,7.92,7.92,7.67,7.33,10,10,7.17,6,0,0,0,Green,950,m,2014
83.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,台灣,Taiwan,2014,NULL,Completed,Natural_Dry,7.75,7.75,7.58,7.75,7.75,7.67,10,10,7.67,0,0,0,0,Blue_Green,NULL,NULL,2015
83.92,Arabica,Federacion Nacional de Cafeteros,HUILA,Colombia,2014,NULL,Completed,Washed_Wet,7.83,7.75,7.58,7.58,7.75,7.75,10,10,7.67,0,0,1,1,None,NULL,NULL,2015
83.92,Arabica,Federacion Nacional de Cafeteros,HUILA,Colombia,2015,NULL,Completed,Washed_Wet,7.92,7.67,7.5,7.83,7.58,7.67,10,10,7.75,0,0,0,0,NULL,NULL,NULL,2015
83.92,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2016,Bourbon,Completed,Natural_Dry,7.58,7.67,7.67,7.75,7.58,7.83,10,10,7.83,11,2,0,7,Green,934,m,2016
83.92,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2017,Bourbon,Completed,Natural_Dry,7.5,7.75,7.58,7.5,7.58,7.5,10,10,8.5,0,0,0,3,Green,890,m,2017
83.92,Arabica,"Lin, Che-Hao Krude 林哲豪",LEYE ALISHAN TOWNSHIP CHIAYI COUNTY 嘉義阿里山樂野村,Taiwan,2015,Typica,Completed,Washed_Wet,7.83,7.75,7.83,7.75,7.83,7.75,10,10,7.83,11,0,0,3,Green,1200,m,2016
83.92,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,LA YERBABUENA,Mexico,2012,Typica,Completed,Washed_Wet,7.75,7.92,7.83,7.92,7.75,7.67,10,10,7.75,0,0,0,2,Green,1400,m,2012
83.92,Arabica,OSCAR ORTEGA CARBALLO,XICOTEPEC DE JUAREZ,Mexico,2012,Typica,Completed,Washed_Wet,7.67,7.75,7.58,7.67,7.75,7.83,10,10,7.67,12,0,10,32,Blue_Green,900,m,2012
83.92,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2014,Caturra,Completed,Washed_Wet,7.75,7.58,7.67,7.83,7.83,7.67,10,10,7.58,0,0,0,1,Green,1775,m,2014
83.92,Arabica,Sarawut Premjit,CHIANGRAI,Thailand,2015,Catimor,Completed,Natural_Dry,7.67,7.75,7.5,7.67,7.67,7.83,10,10,7.83,10,0,0,1,Bluish_Green,1350,m,2016
84,Arabica,AFCA,KASESE,Uganda,2012,Other,Completed,Washed_Wet,7.92,7.75,7.58,7.67,7.67,7.83,10,10,7.58,10,0,10,26,Green,1700,m,2012
84,Arabica,Amanda Powers,,Costa Rica,2017,NULL,Completed,Washed_Wet,7.58,7.75,7.67,7.75,7.83,7.75,10,10,7.67,8,2,1,13,None,NULL,NULL,2018
84,Arabica,Bismarck Castro,COMAYAGUA,Honduras,2017,Caturra,Completed,Washed_Wet,7.42,7.83,7.75,7.92,7.75,7.58,10,10,7.75,10,0,0,5,Green,1500,m,2017
84,Arabica,Compañia Colombiana Agroindustrial S.A,SANTANDER,Colombia,2014,Caturra,Completed,Natural_Dry,7.58,7.42,7.75,7.92,7.75,7.92,10,10,7.67,12,0,0,0,Green,1450,m,2014
84,Arabica,Doi Tung Development Project,THAILAND,Thailand,2012,Other,Completed,Washed_Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,9.33,8.42,12,0,0,0,Green,NULL,NULL,2012
84,Arabica,Doi Tung Development Project,,Thailand,2011,NULL,Completed,NULL,7.58,7.75,7.58,7.75,7.58,7.75,10,10,8,6,0,0,0,NULL,NULL,NULL,2011
84,Arabica,Exportadora de Cafe Condor S.A,CAUCA,Colombia,2013,Caturra,Completed,Washed_Wet,7.67,7.83,7.67,7.75,7.67,7.75,10,10,7.67,11,0,0,1,Green,1700,m,2013
84,Arabica,Ibero Kenya Limited,BLEND,Kenya,2012,SL34,Completed,Washed_Wet,7.67,7.83,7.5,7.75,7.92,7.67,10,10,7.67,0,0,0,2,Green,1200,m,2013
84,Arabica,Ipanema Coffees,SOUTH MINAS,Brazil,2013,Yellow Bourbon,Completed,Natural_Dry,7.58,7.83,7.67,7.25,8,7.75,10,10,7.92,10,0,0,0,Green,1260,m,2014
84,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2014,Bourbon,Completed,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,7.83,10,0,0,0,Green,4000,ft,2014
84,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2014,Bourbon,Completed,Natural_Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,7.5,10,0,0,1,Green,4000,ft,2014
84,Arabica,Juan Luis Alvarado Romero,HUEHUETENANGO,Guatemala,2015,Caturra,Completed,Washed_Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,7.58,12,0,0,7,Green,5600,m,2015
84,Arabica,Kyagalanyi Coffee Ltd,SIDAMO,Ethiopia,2017,Gesha,Completed,Natural_Dry,7.83,7.75,7.67,7.75,7.33,7.75,10,10,7.92,11,11,3,1,Green,1800,m,2017
84,Arabica,LUSSO LAB,SIDAMO,Ethiopia,2013,Other,Completed,Natural_Dry,7.75,7.75,7.5,7.58,7.67,7.92,10,10,7.83,9,0,4,40,Green,1550,m,2014
84,Arabica,Olam Agro Colombia,HUILA,Colombia,2014,NULL,Completed,Washed_Wet,7.67,7.75,7.67,7.67,7.67,7.75,10,10,7.83,12,0,0,0,Green,1480,m,2014
84,Arabica,Olam Agro Colombia,HUILA,Colombia,2014,Other,Completed,Washed_Wet,7.67,7.67,7.83,7.58,7.58,7.83,10,10,7.83,11,0,2,7,Green,1600,m,2014
84,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2014,Caturra,Completed,Washed_Wet,7.67,7.67,7.5,7.5,7.67,7.67,10,10,8.33,12,0,0,3,Green,1775,m,2014
84,Arabica,Taylor Winch (Coffee) Ltd.,CENTRAL KENYA,Kenya,2012,SL28,Completed,Washed_Wet,7.67,7.75,7.67,7.75,7.83,7.67,10,10,7.67,0,0,0,0,Bluish_Green,1650,m,2012
84.08,Arabica,ANDRES MARTINEZ LEON,SANTO DOMINGO CACALOTEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.67,7.75,7.67,7.75,7.67,7.75,10,10,7.83,11,0,1,10,Green,1480,m,2012
84.08,Arabica,CARCAFE LTDA CI,HUILA,Colombia,2017,Caturra,Completed,Washed_Wet,7.83,7.5,7.42,7.5,7.83,8.5,10,10,7.5,0,3,1,3,Green,442,m,2017
84.08,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2016,Bourbon,Completed,Washed_Wet,8,7.75,7.5,7.58,7.92,7.67,10,10,7.67,10,0,0,4,Green,NULL,NULL,2016
84.08,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Natural_Dry,7.83,7.75,7.83,7.83,7.42,8.08,10,10,8,11,0,1,9,Green,NULL,NULL,2013
84.08,Arabica,"Lin, Che-Hao Krude 林哲豪",NANXI DIST TAINAN CITY 臺南市楠西區,Taiwan,2016,Typica,Completed,Washed_Wet,7.58,7.67,7.67,7.67,7.75,7.83,10,10,7.92,10,0,0,4,Bluish_Green,968,m,2016
84.08,Arabica,LUSSO LAB,ALDEA XEUCALVITZ IXIL REGION QUICHE DEPARTMENT,Guatemala,2014,Bourbon,Completed,Washed_Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,7.67,10,0,0,10,Bluish_Green,1550,m,2014
84.08,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2014,Caturra,Completed,Washed_Wet,7.92,7.75,7.67,7.75,7.67,7.67,10,10,7.67,0,0,0,2,NULL,1775,m,2014
84.08,Arabica,Steven Kil,ETHIOPIA SIDAMO,Ethiopia,2012,Other,Completed,Natural_Dry,7.92,7.92,7.83,8,7.92,7.92,10,8.67,7.92,9,0,0,15,NULL,1800,m,2012
84.13,Arabica,PT.ROYAL PACIFIC INDAH INTERNATIONAL,ACEH TENGAH,Indonesia,2017,Mandheling,Completed,Natural_Dry,7.81,7.88,7.56,7.75,7.63,7.75,10,10,7.75,12,0,0,0,Bluish_Green,NULL,NULL,2017
84.17,Arabica,AFCA,MT RWENZORI,Uganda,2012,Other,Completed,Washed_Wet,7.83,7.75,7.5,7.83,7.83,7.75,10,10,7.67,11,0,0,1,Green,1600,m,2012
84.17,Arabica,Asefa Dukamo Keroma,SNNPRG KAFA TELO WOREDA SHADA KEBELE,Ethiopia,2014,Gesha,Completed,Natural_Dry,7.5,7.92,7.58,7.83,7.75,7.83,10,10,7.75,10,0,0,5,Green,1606.5,m,2015
84.17,Arabica,Atlantic Specialty Coffee,APANECA LLAMANTEPEC,El Salvador,2013,Bourbon,Completed,Natural_Dry,8.42,8.08,7.5,7.17,7.58,8.17,10,10,7.92,11,0,0,2,Bluish_Green,1500,m,2013
84.17,Arabica,Cafebras,CERRADO,Brazil,2015,Catuai,Completed,Natural_Dry,7.67,7.75,7.75,7.67,7.83,7.75,10,10,7.75,0,0,0,16,NULL,1150,m,2015
84.17,Arabica,"CECA,S.A.",TARRAZU,Costa Rica,2014,Caturra,Completed,Washed_Wet,7.67,7.75,7.67,7.75,7.5,8,10,10,7.83,0,0,0,0,Blue_Green,1850,m,2015
84.17,Arabica,Chris Finch,,Guatemala,2013,NULL,Completed,Washed_Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,7.83,11,0,0,0,Bluish_Green,NULL,NULL,2014
84.17,Arabica,COOPERATIVA EL GORRION R.L,JINOTEGA NICARAGUA,Nicaragua,2015,Caturra,Completed,Natural_Dry,7.67,7.83,7.83,7.5,7.67,7.83,10,10,7.83,12,0,0,0,Bluish_Green,1000,m,2015
84.17,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.75,7.75,7.75,7.75,7.83,7.75,10,10,7.58,0,0,0,2,Green,1750,m,2012
84.17,Arabica,ITOCHU Corporation,KENYA,Kenya,2013,SL28,Completed,Washed_Wet,7.58,7.75,7.75,7.75,7.75,7.83,10,10,7.75,8,0,0,0,Green,250.5,m,2013
84.17,Arabica,Juan Luis Alvarado Romero,NORTE,Guatemala,2016,Bourbon,Completed,Washed_Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,7.83,10,0,0,2,Green,3280,ft,2016
84.17,Arabica,Juan Luis Alvarado Romero,GUATEMALA,Guatemala,2012,Catuai,Completed,Natural_Dry,7.83,7.5,7.5,8,7.83,7.83,10,10,7.67,11,0,0,2,Bluish_Green,NULL,NULL,2012
84.17,Arabica,Juan Luis Alvarado Romero,HUEHUETENANGO,Guatemala,2016,Caturra,Completed,Washed_Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,7.58,11,0,0,6,Green,3664,ft,2016
84.17,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,7.42,11,0,0,4,Green,4300,ft,2013
84.17,Arabica,Juan Luis Alvarado Romero,SAN MARCOS,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,7.75,13,0,0,1,Green,1700,m,2017
84.17,Arabica,Juan Luis Alvarado Romero,SOLOLA,Guatemala,2016,Caturra,Completed,Washed_Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,7.67,10,1,0,10,Green,1565,m,2016
84.17,Arabica,Olam Agro Colombia,HUILA,Colombia,2014,Other,Completed,Washed_Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,7.5,12,0,0,4,Green,1530,m,2014
84.17,Arabica,Owen Carver,MINAS GERAIS BR,Brazil,2012,Mundo Novo,Completed,Natural_Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,7.67,11,0,0,3,Green,1038.5,m,2013
84.17,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2016,Caturra,Completed,Washed_Wet,7.83,7.75,7.58,7.67,7.75,7.83,10,10,7.75,0,0,0,2,Green,NULL,NULL,2016
84.17,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2015,Caturra,Completed,Washed_Wet,8,7.5,7.5,7.67,8,7.83,10,10,7.67,0,0,0,0,Bluish_Green,1775,m,2015
84.17,Arabica,Selian Coffee Estate,ARUSHA,Tanzania,2014,Other,Completed,Washed_Wet,7.92,7.75,7.75,7.75,7.75,7.58,10,10,7.67,13,0,0,0,Green,1400,m,2014
84.17,Arabica,Wayner Jimenez,TARRAZU,Costa Rica,2016,Caturra,Completed,Washed_Wet,7.92,7.75,7.67,7.67,7.5,7.67,10,10,8,9,0,0,2,Bluish_Green,1700,m,2016
84.25,Arabica,松澤宏樹 Koju Matsuzawa,CHIANG RAI THAILAND,Thailand,2015,Catimor,Completed,Natural_Dry,7.83,7.75,7.75,7.42,7.83,7.67,10,10,8,12,0,0,0,Green,1200,m,2016
84.25,Arabica,AFCA,KASESE,Uganda,2012,Other,Completed,Natural_Dry,8.17,7.75,7.58,7.67,7.83,7.58,10,10,7.67,13,0,4,29,Green,1700,m,2012
84.25,Arabica,ALFREDO BOJALIL,LA CONCORDIA CHIAPAS,Mexico,2012,Bourbon,Completed,Washed_Wet,7.83,7.92,7.67,7.75,7.5,7.75,10,10,7.83,10,0,0,4,Bluish_Green,1400,m,2012
84.25,Arabica,CARCAFE LTDA CI,NARINO,Colombia,2016,Caturra,Completed,Natural_Dry,7.83,7.58,7.75,7.58,7.67,8,10,10,7.83,11,0,0,2,Green,2560,m,2016
84.25,Arabica,CARCAFE LTDA CI,HUILA,Colombia,2015,Caturra,Completed,Natural_Dry,7.42,7.67,7.83,7.75,7.92,7.83,10,10,7.83,12,0,3,0,Green,442,m,2015
84.25,Arabica,Exportadora de Cafe Condor S.A,CAUCA,Colombia,2013,Caturra,Completed,Washed_Wet,7.58,7.5,7.75,7.83,7.92,7.83,10,10,7.83,11,0,0,2,Green,1700,m,2013
84.25,Arabica,Federacion Nacional de Cafeteros,CAUCA,Colombia,2015,Other,Completed,Washed_Wet,7.83,7.75,7.83,7.58,7.67,7.75,10,10,7.83,12,0,0,0,Green,1800,m,2015
84.25,Arabica,JESUS SALAZAR VELASCO,SAN PEDRO COTZILNAM,Mexico,2012,Typica,Completed,Semi_washed_Semi_pulped,7.83,7.92,7.67,7.83,7.5,7.75,10,10,7.75,12,0,0,1,Green,1450,m,2012
84.25,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2014,Bourbon,Completed,Other,7.83,7.83,7.5,7.92,7.58,7.75,10,10,7.83,10,0,0,1,Green,4000,ft,2014
84.25,Arabica,Juan Luis Alvarado Romero,ANTIGUA,Guatemala,2016,Caturra,Completed,Washed_Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,7.75,11,4,0,4,Green,1500,m,2016
84.25,Arabica,Juan Luis Alvarado Romero,HUEHUETENANGO,Guatemala,2015,Caturra,Completed,Washed_Wet,7.75,7.92,7.5,8.08,7.58,7.67,10,10,7.75,10,0,0,1,Green,3607,ft,2016
84.25,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Natural_Dry,7.33,7.92,7.92,7.92,7.92,8.08,10,9.33,7.83,11,0,1,1,Bluish_Green,NULL,NULL,2012
84.25,Arabica,"Lin, Che-Hao Krude 林哲豪",國姓鄉 GUOSHING TOWNSHIP,Taiwan,2016,Typica,Completed,Washed_Wet,7.92,7.75,7.75,7.67,7.67,7.83,10,10,7.67,12,0,0,0,Blue_Green,1000,m,2017
84.25,Arabica,MANUEL HERRERA JUAREZ,TEOCELO VERACRUZ,Mexico,2012,Bourbon,Completed,Washed_Wet,7.83,7.83,7.75,7.67,7.83,7.58,10,10,7.75,12,0,0,0,Green,1170,m,2012
84.25,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2015,Caturra,Completed,Washed_Wet,7.67,7.67,7.75,7.75,7.67,7.92,10,10,7.83,11,0,0,3,Green,1775,m,2015
84.25,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2015,Caturra,Completed,Washed_Wet,7.83,7.67,7.75,7.58,7.92,7.75,10,10,7.75,12,0,4,2,Green,1775,m,2015
84.25,Arabica,Taylor Winch (T) Ltd,MBEYA,Tanzania,2014,Other,Completed,Washed_Wet,7.83,7.75,7.75,7.75,7.67,7.75,10,10,7.75,12,0,0,2,Green,1600,m,2014
84.25,Arabica,Tembo Coffee Company Ltd,SHIZINGO VILLAGE,Tanzania,2014,Other,Completed,Washed_Wet,7.83,7.67,7.75,7.83,7.67,7.67,10,10,7.83,12,0,0,7,Green,1620,m,2014
84.25,Arabica,Yunnan Coffee Exchange,YUNNAN PROVINCE PU'ER CITY MENGLIAN COUNTY NAYUN TOWN,China,2015,Catimor,Completed,Natural_Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,7.75,10,0,0,1,Green,1400,m,2016
84.33,Arabica,Benjamin Schmerler,LIMU SOUTHWEST ETHIOPIA,Ethiopia,2011,NULL,Completed,NULL,7.75,7.75,7.92,7.75,7.5,7.92,10,10,7.75,0,0,0,1,NULL,4900,ft,2011
84.33,Arabica,Bismarck Castro,COMAYAGUA,Honduras,2016,Caturra,Completed,NULL,7.92,8,7.75,7.67,7.67,7.75,10,10,7.58,10,0,0,3,Green,1500,m,2017
84.33,Arabica,Bismarck Castro,CENTRAL REGION,Honduras,2016,Catuai,Completed,Washed_Wet,7.58,7.92,7.58,7.75,7.92,7.75,10,10,7.83,11,1,0,2,Green,1500,m,2016
